日付,有効化されたメンバーシップの合計,有効化された通常メンバーの合計,有効化されたゲスト,アクティブなメンバー数（日次）,メッセージを投稿した人数（日次）,アクティブなメンバー数（週次）,メッセージを投稿した人数（週次）,パブリックチャンネルのメッセージ,プライベートチャンネルのメッセージ,共有チャンネルへの投稿メッセージ数,ダイレクトメッセージでの投稿メッセージ数,メッセージの割合、パブリックチャンネル,メッセージの割合、プライベートチャンネル,メッセージの割合、DM,表示回数の割合、パブリックチャンネル,表示回数の割合、プライベートチャンネル,表示回数の割合、DM,通常メンバーの合計,ゲストの合計,総メンバー数,申請された通常メンバー総数,申請されたゲスト総数,申請されたメンバーの合計,アップロードファイル数,メンバーにより投稿されたメッセージ数,パブリックチャンネル、1つのワークスペース,投稿されたメッセージ数,アプリが投稿したメッセージ数,アクティブなメンバー数（月間）,メッセージを投稿した人数（月間）
2026-05-13,592,457,135,331,81,447,310,99,34,0,149,0.3511,0.1206,0.5284,0.9503,0.0048,0.0449,457,135,592,457,134,591,30,282,553,357,29,482,404
2026-05-14,592,457,135,357,87,447,301,42,4,2,349,0.1063,0.0101,0.8835,0.7225,0.0299,0.2476,457,135,592,457,134,591,35,395,553,488,48,479,402
2026-05-15,592,457,135,338,121,447,301,77,33,7,402,0.1504,0.0645,0.7852,0.6984,0.1,0.2017,457,135,592,457,134,591,90,512,553,595,15,477,405
2026-05-16,592,457,135,128,35,447,300,8,19,0,127,0.0519,0.1234,0.8247,0.347,0.222,0.431,457,135,592,457,134,591,12,154,553,182,11,475,401
2026-05-17,592,457,135,113,33,446,296,3,3,0,144,0.02,0.02,0.96,0.3666,0.1348,0.4987,457,135,592,457,134,591,18,150,553,201,29,475,400
2026-05-18,592,457,135,345,168,446,313,484,61,0,292,0.5783,0.0729,0.3489,0.8474,0.053,0.0996,457,135,592,457,134,591,106,837,554,972,28,474,396
2026-05-19,592,457,135,316,137,449,324,91,34,3,214,0.2684,0.1003,0.6313,0.746,0.0436,0.2104,457,135,592,457,134,591,63,339,554,484,57,472,398
2026-05-20,592,457,135,321,64,447,323,136,27,0,226,0.3496,0.0694,0.581,0.9168,0.0158,0.0674,457,135,592,457,134,591,32,389,554,454,31,474,396
2026-05-21,592,457,135,303,45,439,315,26,1,0,102,0.2016,0.0078,0.7907,0.8224,0.0429,0.1347,457,135,592,457,134,591,19,129,555,243,90,477,394
2026-05-22,592,457,135,389,191,451,313,193,4,41,309,0.3814,0.0079,0.6107,0.8801,0.0252,0.0947,457,135,592,457,134,591,99,506,557,699,85,482,396
2026-05-23,592,457,135,135,36,454,315,4,1,0,79,0.0476,0.0119,0.9405,0.5653,0.0304,0.4043,457,135,592,457,134,591,20,84,557,160,56,482,397
2026-05-24,592,457,135,100,35,455,315,12,1,0,51,0.1875,0.0156,0.7969,0.6398,0.0427,0.3175,457,135,592,457,134,591,8,64,557,128,52,482,397
2026-05-25,593,457,136,308,93,455,300,53,11,0,332,0.1338,0.0278,0.8384,0.7184,0.044,0.2376,457,136,593,457,135,592,91,396,557,565,80,481,395
2026-05-26,594,457,137,293,61,457,251,22,11,3,175,0.1058,0.0529,0.8413,0.6324,0.0703,0.2973,457,137,594,457,136,593,58,208,558,315,31,482,392
2026-05-27,598,456,142,378,76,469,255,86,3,0,249,0.2544,0.0089,0.7367,0.9127,0.014,0.0733,456,142,598,456,141,597,42,338,558,416,24,493,393
2026-05-28,598,456,142,349,134,472,265,115,0,11,197,0.3686,0,0.6314,0.8797,0.0175,0.1027,456,142,598,456,141,597,33,312,558,484,139,491,392
2026-05-29,598,456,142,368,125,462,263,96,31,32,376,0.1909,0.0616,0.7475,0.7053,0.1189,0.1758,456,142,598,456,141,597,64,503,558,626,57,491,400
2026-05-30,598,456,142,132,33,460,261,3,1,0,81,0.0353,0.0118,0.9529,0.5349,0.0631,0.402,456,142,598,456,141,597,6,85,558,140,46,492,400
2026-05-31,600,456,144,92,31,463,264,3,0,0,125,0.0234,0,0.9766,0.3911,0.0295,0.5793,456,144,600,456,143,599,4,128,558,146,6,493,401
